key,en,fr,es,de
ui.toast.revivedFossil,{name} was revived from its fossil!,{name} a revécu depuis son fossile !,¡{name} ha revivido de su fósil!,{name} wurde aus seinem Fossil wiederbelebt!
ui.toast.releasedWeaker,{name} Lv.{level} left: you have a stronger one,{name} N.{level} est parti : tu en as un plus fort,{name} Nv.{level} se ha ido: tienes uno más fuerte,{name} Lv.{level} ist gegangen: Du hast ein stärkeres
ui.toast.areaCleared,{area} cleared!{next},{area} terminée !{next},¡{area} completada!{next},{area} abgeschlossen!{next}
ui.toast.nextOpen, {name} is open., {name} est ouverte., {name} está disponible., {name} ist offen.
ui.toast.theArea,Area,La zone,La zona,Gebiet
ui.toast.roundOf,Round {done}/{need} complete!,Manche {done}/{need} terminée !,¡Ronda {done}/{need} completada!,Runde {done}/{need} abgeschlossen!
ui.toast.round,Round {done} complete!,Manche {done} terminée !,¡Ronda {done} completada!,Runde {done} abgeschlossen!
ui.toast.outOfEnergy,Out of energy — it refills over time.,Plus d'énergie — elle se recharge avec le temps.,Sin energía: se recarga con el tiempo.,Keine Energie — sie füllt sich mit der Zeit wieder auf.
ui.toast.slippedPast,You slipped past the trainer.,Tu as esquivé le Dresseur.,Has esquivado al Entrenador.,Du bist am Trainer vorbeigeschlüpft.
ui.toast.gotAway,Got away safely!,Fuite réussie !,¡Has escapado sin problemas!,Erfolgreich geflohen!
ui.toast.foundFossil,You found a {item}! {name} will be revived in {hours} h — it's waiting in your Box.,Tu as trouvé {item} ! {name} revivra dans {hours} h — il t'attend dans ta Boîte.,¡Has encontrado {item}! {name} revivirá en {hours} h: te espera en tu Caja.,Du hast {item} gefunden! {name} wird in {hours} Std. wiederbelebt — es wartet in deiner Box.
ui.toast.itsPokemon,Its Pokémon,Son Pokémon,Su Pokémon,Sein Pokémon
ui.toast.found,You found {what}!,Tu as trouvé {what} !,¡Has encontrado {what}!,Du hast {what} gefunden!
ui.toast.trainerBeaten,Trainer defeated! +₽{gold},Dresseur vaincu ! +₽{gold},¡Entrenador derrotado! +₽{gold},Trainer besiegt! +₽{gold}
ui.toast.cloudNewer,Cloud save loaded — it was newer,Sauvegarde en ligne chargée — elle était plus récente,Partida de la nube cargada: era más reciente,Cloud-Spielstand geladen — er war neuer
ui.toast.localNewer,Local save kept — it was newer,Sauvegarde locale conservée — elle était plus récente,Partida local conservada: era más reciente,Lokaler Spielstand behalten — er war neuer
ui.toast.backedUp,Save backed up to the cloud,Sauvegarde envoyée dans le cloud,Partida guardada en la nube,Spielstand in der Cloud gesichert
ui.toast.syncUnavailable,Cloud sync unavailable — playing locally,Synchronisation indisponible — partie locale,Sincronización no disponible: jugando en local,Cloud-Sync nicht verfügbar — es wird lokal gespielt
ui.toast.cloudLoaded,Cloud save loaded,Sauvegarde en ligne chargée,Partida de la nube cargada,Cloud-Spielstand geladen
ui.toast.localKept,This device's save kept and backed up,La sauvegarde de cet appareil est conservée et sauvegardée,La partida de este dispositivo se conserva y se respalda,Der Spielstand dieses Geräts wird behalten und gesichert
ui.toast.cloudNotConfigured,Cloud backup is not configured on this site,La sauvegarde en ligne n'est pas configurée sur ce site,La copia en la nube no está configurada en este sitio,Cloud-Backup ist auf dieser Seite nicht eingerichtet
ui.toast.signedOut,Signed out — your local save is kept,Déconnecté — ta sauvegarde locale est conservée,Sesión cerrada: se conserva tu partida local,Abgemeldet — dein lokaler Spielstand bleibt erhalten
ui.toast.contentUpdated,Content updated,Contenu mis à jour,Contenido actualizado,Inhalt aktualisiert
ui.die.name,{type} die,Dé {type},Dado {type},{type}-Würfel
ui.die.withFace,"{type} die, {face}","Dé {type}, {face}","Dado {type}, {face}","{type}-Würfel, {face}"
ui.die.statusFace,{status} ({value}),{status} ({value}),{status} ({value}),{status} ({value})
ui.die.set,Dice: {types},Dés : {types},Dados: {types},Würfel: {types}
ui.area.roundProgress.one,This round: {done} of {total} encounters done,Cette manche : {done} rencontre sur {total},Esta ronda: {done} de {total} encuentros,Diese Runde: {done} von {total} Begegnungen
ui.newGame.heading,New game,Nouvelle partie,Nueva partida,Neues Spiel
ui.newGame.oak,Professor Oak,Professeur Chen,Profesor Oak,Professor Eich
ui.newGame.oakTag,PROF. OAK,PR. CHEN,PROF. OAK,PROF. EICH
ui.newGame.intro1,Welcome to the world of POKÉDICE!,Bienvenue dans le monde de POKÉDICE !,¡Bienvenido al mundo de POKÉDICE!,Willkommen in der Welt von POKÉDICE!
ui.newGame.intro2,"Here, Pokémon battle with dice. Every Pokémon carries its own set — typed dice hit harder against the right foes.","Ici, les Pokémon combattent avec des dés. Chaque Pokémon a son propre jeu — les dés typés frappent plus fort contre les bons adversaires.",Aquí los Pokémon combaten con dados. Cada Pokémon lleva su propio juego: los dados de tipo golpean más fuerte contra el rival adecuado.,Hier kämpfen Pokémon mit Würfeln. Jedes Pokémon hat sein eigenes Set — Typ-Würfel treffen gegen die richtigen Gegner härter.
ui.newGame.intro3,"Throw, keep the dice you like, reroll the rest… then ATTACK. Pairs, straights and full houses add bonus damage.","Lance, garde les dés qui te plaisent, relance les autres… puis ATTAQUE. Paires, suites et fulls ajoutent des dégâts bonus.","Tira, quédate con los dados que quieras, vuelve a tirar el resto… y luego ATACA. Parejas, escaleras y fulls añaden daño extra.","Wirf, behalte die Würfel, die dir gefallen, würfle den Rest neu … und dann ANGRIFF. Paare, Straßen und Full Houses geben Bonusschaden."
ui.newGame.intro4,Trainers pay in Pokédollars (₽). Spend them on upgrades that make every die and combo stronger. Now — choose your first partner!,Les Dresseurs paient en Pokédollars (₽). Dépense-les en améliorations qui renforcent chaque dé et chaque combo. Maintenant — choisis ton premier partenaire !,Los Entrenadores pagan en Pokédólares (₽). Gástalos en mejoras que refuerzan cada dado y cada combo. Y ahora… ¡elige a tu primer compañero!,"Trainer zahlen in Pokédollar (₽). Gib sie für Upgrades aus, die jeden Würfel und jeden Combo stärker machen. Und nun — wähle deinen ersten Partner!"
ui.newGame.skipIntro,Skip intro,Passer l'intro,Saltar intro,Intro überspringen
ui.newGame.next,NEXT ▸,SUIVANT ▸,SIGUIENTE ▸,WEITER ▸
ui.newGame.choosePartner,Choose your partner,Choisis ton partenaire,Elige a tu compañero,Wähle deinen Partner
ui.newGame.info,Info,Infos,Info,Info
ui.newGame.monInfo,{name} info,Infos sur {name},Información de {name},Infos zu {name}
ui.newGame.details,Pokémon details,Détails du Pokémon,Detalles del Pokémon,Pokémon-Details
ui.newGame.choose,Choose {name},Choisir {name},Elegir a {name},{name} wählen
ui.newGame.confirmTitle,{name}?,{name} ?,¿{name}?,{name}?
ui.newGame.confirmBody,Set off with {name} as your partner?,Partir avec {name} comme partenaire ?,¿Salir de viaje con {name} como compañero?,Mit {name} als Partner aufbrechen?
ui.newGame.notYet,Not yet,Pas encore,Todavía no,Noch nicht
ui.newGame.yes,YES!,OUI !,¡SÍ!,JA!
ui.newGame.selectCharacter,Select your character,Choisis ton personnage,Elige tu personaje,Wähle deine Figur
ui.newGame.character,Character,Personnage,Personaje,Figur
ui.newGame.characterN,Character {n},Personnage {n},Personaje {n},Figur {n}
ui.newGame.yourName,Your name,Ton nom,Tu nombre,Dein Name
ui.battle.rerollsLeft,Rerolls left,Relances restantes,Tiradas restantes,Verbleibende Neuwürfe
ui.battle.rerollsOf,{left}/{max} rerolls,{left}/{max} relances,{left}/{max} tiradas,{left}/{max} Neuwürfe
ui.settings.title,Settings,Réglages,Ajustes,Einstellungen
ui.settings.howToPlay,How to play,Comment jouer,Cómo jugar,Spielanleitung
ui.settings.howToPlayHint,"The rules, the dice, status effects and the type chart.","Les règles, les dés, les statuts et la table des types.","Las reglas, los dados, los estados y la tabla de tipos.","Die Regeln, die Würfel, die Statusprobleme und die Typentabelle."
ui.settings.game,Game,Jeu,Juego,Spiel
ui.settings.sfx,Sound effects,Effets sonores,Efectos de sonido,Soundeffekte
ui.settings.sfxHint,"8-bit SFX, off by default","Bruitages 8-bit, désactivés par défaut","Efectos de 8 bits, desactivados por defecto","8-Bit-Sounds, standardmäßig aus"
ui.settings.multiExp,Multi EXP,Multi EXP,Multi EXP,Multi-EP
ui.settings.multiExpHint,Team members who didn't fight still get {share}.,Les membres de l'équipe qui n'ont pas combattu reçoivent quand même {share}.,Los miembros del equipo que no combatieron reciben igualmente {share}.,"Teammitglieder, die nicht gekämpft haben, bekommen trotzdem {share}."
ui.settings.multiExpOff,Disabled by the game settings right now.,Désactivé par les réglages du jeu pour le moment.,Desactivado por los ajustes del juego ahora mismo.,Zurzeit durch die Spieleinstellungen deaktiviert.
ui.settings.reducedMotion,Reduced motion,Animations réduites,Menos animaciones,Reduzierte Bewegung
ui.settings.reducedMotionHint,"Instant transitions, no shake or particles. Your OS setting is respected too.","Transitions instantanées, ni secousses ni particules. Le réglage de ton système est aussi respecté.","Transiciones instantáneas, sin sacudidas ni partículas. También se respeta el ajuste de tu sistema.","Sofortige Übergänge, kein Wackeln, keine Partikel. Die Einstellung deines Systems wird ebenfalls beachtet."
ui.settings.language,Language,Langue,Idioma,Sprache
ui.settings.languageHint,"Pokémon, trainers and every menu follow your choice. Your browser's language is picked by default.","Les Pokémon, les Dresseurs et tous les menus suivent ton choix. La langue de ton navigateur est choisie par défaut.","Los Pokémon, los Entrenadores y todos los menús siguen tu elección. Por defecto se usa el idioma de tu navegador.","Pokémon, Trainer und alle Menüs folgen deiner Wahl. Standardmäßig wird die Sprache deines Browsers gewählt."
ui.settings.character,Your character,Ton personnage,Tu personaje,Deine Figur
ui.settings.noName,No name yet,Pas encore de nom,Aún sin nombre,Noch kein Name
ui.settings.change,CHANGE,CHANGER,CAMBIAR,ÄNDERN
ui.settings.save,SAVE,ENREGISTRER,GUARDAR,SPEICHERN
ui.settings.admin,Admin,Admin,Admin,Admin
ui.settings.openAdmin,Open the admin,Ouvrir l'admin,Abrir el panel de admin,Admin öffnen
ui.settings.cloud,Cloud backup,Sauvegarde en ligne,Copia en la nube,Cloud-Backup
ui.settings.cloudOff,Cloud backup isn't configured on this deployment. Your save lives in this browser.,La sauvegarde en ligne n'est pas configurée sur ce déploiement. Ta sauvegarde vit dans ce navigateur.,La copia en la nube no está configurada en este despliegue. Tu partida vive en este navegador.,Cloud-Backup ist in diesem Deployment nicht eingerichtet. Dein Spielstand lebt in diesem Browser.
ui.settings.cloudHow,How to set it up,Comment la configurer,Cómo configurarla,So richtest du es ein
ui.settings.cloudOn,Backed up as {who}.,Sauvegardé en tant que {who}.,Copia guardada como {who}.,Gesichert als {who}.
ui.settings.yourGoogle,your Google account,ton compte Google,tu cuenta de Google,dein Google-Konto
ui.settings.cloudConnect,Connect to back up your save and play on other devices. Optional.,Connecte-toi pour sauvegarder ta partie et jouer sur d'autres appareils. Facultatif.,Conéctate para guardar tu partida y jugar en otros dispositivos. Opcional.,"Verbinde dich, um deinen Spielstand zu sichern und auf anderen Geräten zu spielen. Optional."
ui.settings.saveFile,Save file,Fichier de sauvegarde,Archivo de partida,Speicherdatei
ui.settings.saveAdvanced,"Advanced: copy, import or delete your save","Avancé : copier, importer ou supprimer ta sauvegarde","Avanzado: copiar, importar o borrar tu partida","Erweitert: Spielstand kopieren, importieren oder löschen"
ui.settings.copySave,Copy save (JSON),Copier la sauvegarde (JSON),Copiar partida (JSON),Spielstand kopieren (JSON)
ui.settings.deleteSave,Delete save,Supprimer la sauvegarde,Borrar partida,Spielstand löschen
ui.settings.importPlaceholder,Paste a save JSON here to import it…,Colle ici un JSON de sauvegarde pour l'importer…,Pega aquí un JSON de partida para importarlo…,"Füge hier einen Spielstand als JSON ein, um ihn zu importieren…"
ui.settings.importSave,Import save,Importer la sauvegarde,Importar partida,Spielstand importieren
ui.settings.copied,Save copied to the clipboard,Sauvegarde copiée dans le presse-papiers,Partida copiada al portapapeles,Spielstand in die Zwischenablage kopiert
ui.settings.clipboardOff,Clipboard unavailable,Presse-papiers indisponible,Portapapeles no disponible,Zwischenablage nicht verfügbar
ui.settings.invalidSave,Invalid save: {error},Sauvegarde invalide : {error},Partida no válida: {error},Ungültiger Spielstand: {error}
ui.settings.imported,Save imported,Sauvegarde importée,Partida importada,Spielstand importiert
ui.settings.notJson,That is not valid JSON,Ce n'est pas du JSON valide,Eso no es JSON válido,Das ist kein gültiges JSON
ui.settings.backups,Save backups,Sauvegardes de secours,Copias de seguridad,Spielstand-Sicherungen
ui.settings.backupsHint,"Saves replaced on this device, newest first. Restoring one replaces your current save (which is kept here too).","Sauvegardes remplacées sur cet appareil, la plus récente d'abord. En restaurer une remplace ta sauvegarde actuelle (elle est conservée ici aussi).","Partidas reemplazadas en este dispositivo, la más reciente primero. Restaurar una reemplaza tu partida actual (que también se conserva aquí).","Auf diesem Gerät ersetzte Spielstände, neueste zuerst. Einen wiederherzustellen ersetzt deinen aktuellen Spielstand (der ebenfalls hier bleibt)."
ui.settings.setAside,Saved aside {when},Mis de côté {when},Apartada {when},Beiseitegelegt {when}
ui.settings.restore,Restore,Restaurer,Restaurar,Wiederherstellen
ui.settings.replaceMine,Replace my save?,Remplacer ma sauvegarde ?,¿Reemplazar mi partida?,Meinen Spielstand ersetzen?
ui.settings.beforeRestore,Your save before restoring a backup,Ta sauvegarde avant la restauration d'une copie,Tu partida antes de restaurar una copia,Dein Spielstand vor dem Wiederherstellen einer Sicherung
ui.settings.restored,Backup restored,Sauvegarde restaurée,Copia restaurada,Sicherung wiederhergestellt
ui.settings.content,Content,Contenu,Contenido,Inhalt
ui.settings.gameData,Game data: {source} · version {version},Données du jeu : {source} · version {version},Datos del juego: {source} · versión {version},Spieldaten: {source} · Version {version}
ui.settings.sourceLive,live (Supabase),en ligne (Supabase),en línea (Supabase),live (Supabase)
ui.settings.sourceBundled,bundled,intégrées,incluidos,mitgeliefert
ui.settings.checkUpdates,Check for updates,Rechercher des mises à jour,Buscar actualizaciones,Nach Updates suchen
ui.settings.legal,"Pokédice is a personal, non-commercial fan project. Pokémon © Nintendo / Creatures / GAME FREAK. Sprites via PokeAPI.",Pokédice est un projet de fan personnel et non commercial. Pokémon © Nintendo / Creatures / GAME FREAK. Sprites via PokeAPI.,Pokédice es un proyecto de fan personal y sin ánimo de lucro. Pokémon © Nintendo / Creatures / GAME FREAK. Sprites vía PokeAPI.,"Pokédice ist ein persönliches, nicht kommerzielles Fanprojekt. Pokémon © Nintendo / Creatures / GAME FREAK. Sprites über PokeAPI."
ui.settings.deleteTitle,Delete your save?,Supprimer ta sauvegarde ?,¿Borrar tu partida?,Deinen Spielstand löschen?
ui.settings.deleteBody,This can't be undone{cloud}.,C'est irréversible{cloud}.,Esto no se puede deshacer{cloud}.,Das lässt sich nicht rückgängig machen{cloud}.
ui.settings.deleteCloudNote, (the cloud copy stays until you start a new game), (la copie en ligne reste jusqu'à ce que tu commences une nouvelle partie), (la copia en la nube permanece hasta que empieces una partida nueva)," (die Cloud-Kopie bleibt, bis du ein neues Spiel beginnst)"
ui.settings.delete,Delete,Supprimer,Borrar,Löschen
ui.effect.heal,+{amount} HP,+{amount} PV,+{amount} PS,+{amount} KP
ui.effect.reviveFull,"Revives, full HP","Ranime, PV au max",Revive con todos los PS,"Belebt wieder, volle KP"
ui.effect.revivePercent,"Revives, {percent} % HP","Ranime, {percent} % des PV",Revive con el {percent} % de PS,"Belebt wieder, {percent} % KP"
ui.effect.cure,Cures {statuses},Soigne {statuses},Cura {statuses},Heilt {statuses}
ui.effect.rerolls.one,+{amount} reroll,+{amount} relance,+{amount} tirada,+{amount} Neuwurf
ui.effect.rerolls.other,+{amount} rerolls,+{amount} relances,+{amount} tiradas,+{amount} Neuwürfe
ui.effect.levels.one,+{amount} level,+{amount} niveau,+{amount} nivel,+{amount} Level
ui.effect.levels.other,+{amount} levels,+{amount} niveaux,+{amount} niveles,+{amount} Level
ui.effect.stone,Makes certain Pokémon evolve,Fait évoluer certains Pokémon,Hace evolucionar a ciertos Pokémon,Lässt bestimmte Pokémon entwickeln
ui.effect.fossil,Revives in {hours} h,Revit dans {hours} h,Revive en {hours} h,Wiederbelebung in {hours} h
ui.effect.ball,+{bonus} to the catch die,+{bonus} au dé de capture,+{bonus} al dado de captura,+{bonus} auf den Fangwürfel
ui.effect.ballAlways,Never misses,Ne rate jamais,Nunca falla,Verfehlt nie
ui.status.burn.noun,burns,les brûlures,las quemaduras,Verbrennungen
ui.status.poison.noun,poison,l'empoisonnement,el envenenamiento,Vergiftung
ui.status.frozen.noun,freezing,le gel,la congelación,Einfrieren
ui.status.paralyze.noun,paralysis,la paralysie,la parálisis,Paralyse
ui.status.confuse.noun,confusion,la confusion,la confusión,Verwirrung
ui.status.burn.label,BURN,BRÛLURE,QUEMADURA,VERBRENNUNG
ui.status.poison.label,POISON,POISON,VENENO,GIFT
ui.status.frozen.label,FROZEN,GELÉ,CONGELADO,GEFROREN
ui.status.paralyze.label,PARALYSED,PARALYSÉ,PARALIZADO,PARALYSIERT
ui.status.confuse.label,CONFUSED,CONFUS,CONFUSO,VERWIRRT
ui.multiExp.flat,{share} of the XP,{share} de l'XP,{share} de la EXP,{share} der EP
ui.multiExp.gap,"{share} of the XP, +{bonus} for each level they're behind the fighter (up to {cap})","{share} de l'XP, +{bonus} par niveau de retard sur le combattant (jusqu'à {cap})","{share} de la EXP, +{bonus} por cada nivel de diferencia con el que combatió (hasta {cap})","{share} der EP, +{bonus} für jedes Level Rückstand auf den Kämpfer (bis zu {cap})"
ui.unlock.area,Reach {area},Atteindre {area},Llegar a {area},{area} erreichen
ui.unlock.unknownArea,an unknown area,une zone inconnue,una zona desconocida,ein unbekanntes Gebiet
ui.unlock.pokedex,Catch {count} Pokémon,Capturer {count} Pokémon,Capturar {count} Pokémon,Fange {count} Pokémon
ui.unlock.maxLevel,Raise a Pokémon to Lv.{level},Monter un Pokémon au N.{level},Subir un Pokémon al Nv.{level},Ein Pokémon auf Lv.{level} bringen
ui.map.region,Kanto,Kanto,Kanto,Kanto
ui.map.badges,Badges {earned}/{total},Badges {earned}/{total},Medallas {earned}/{total},Orden {earned}/{total}
ui.map.badgesLabel,Badges: {earned} of {total},Badges : {earned} sur {total},Medallas: {earned} de {total},Orden: {earned} von {total}
ui.map.window,Areas {from}–{to} of {total} — your next stages.,Zones {from}–{to} sur {total} — tes prochaines étapes.,Zonas {from}-{to} de {total}: tus próximas etapas.,Gebiete {from}–{to} von {total} — deine nächsten Etappen.
ui.map.viewAll,VIEW ALL {total} AREAS,VOIR LES {total} ZONES,VER LAS {total} ZONAS,ALLE {total} GEBIETE ZEIGEN
ui.map.showFewer,SHOW THE NEXT {n} ONLY,N'AFFICHER QUE LES {n} SUIVANTES,MOSTRAR SOLO LAS {n} SIGUIENTES,NUR DIE NÄCHSTEN {n} ZEIGEN
ui.map.secretAreas,Secret areas,Zones secrètes,Zonas secretas,Geheime Gebiete
ui.map.secretIntro,Hidden places open up once you meet their conditions — keep catching and training.,Des lieux cachés s'ouvrent quand leurs conditions sont remplies — continue à capturer et à entraîner.,Los lugares ocultos se abren cuando cumples sus condiciones: sigue capturando y entrenando.,"Verborgene Orte öffnen sich, sobald ihre Bedingungen erfüllt sind — fange und trainiere weiter."
ui.map.aSecretArea,A secret area,Une zone secrète,Una zona secreta,Ein geheimes Gebiet
ui.map.aSecretPlace,A secret place,Un lieu secret,Un lugar secreto,Ein geheimer Ort
ui.map.gym,Gym: {name},Arène : {name},Gimnasio: {name},Arena: {name}
ui.map.beaten,beaten,vaincu,derrotado,besiegt
ui.map.cleared,CLEARED · rewards ×{multiplier},TERMINÉE · gains ×{multiplier},COMPLETADA · recompensas ×{multiplier},ABGESCHLOSSEN · Belohnungen ×{multiplier}
ui.map.clearFirst,Clear {area},Termine {area},Completa {area},Schließe {area} ab
ui.map.youAreHere,◀ you are here,◀ tu es ici,◀ estás aquí,◀ du bist hier
ui.map.levelTeam,Lv. = team,N. = équipe,Nv. = equipo,Lv. = Team
ui.map.levelRange,Lv.{min}–{max},N.{min}–{max},Nv.{min}-{max},Lv.{min}–{max}
ui.map.speciesCaught,{caught}/{total} species caught,{caught}/{total} espèces capturées,{caught}/{total} especies capturadas,{caught}/{total} Arten gefangen
ui.map.allCaughtHere,Every species here is caught,Toutes les espèces d'ici sont capturées,Has capturado todas las especies de aquí,Alle Arten hier sind gefangen
ui.map.trainersOnly,trainers only,Dresseurs uniquement,solo Entrenadores,nur Trainer
ui.map.trainerCount, · {count} trainers, · {count} Dresseurs, · {count} Entrenadores, · {count} Trainer
ui.map.gameCorner, · Game Corner, · Casino, · Casino, · Spielhalle
ui.map.endless," · endless, foes scale to your team"," · sans fin, les adversaires suivent ton équipe"," · sin fin, los rivales se ajustan a tu equipo"," · endlos, Gegner passen sich deinem Team an"
ui.map.legendary,Legendary,Légendaire,Legendario,Legendär
ui.map.legendaryAwaits,A legendary awaits,Un légendaire attend,Un legendario espera,Ein Legendäres wartet
ui.map.locked,LOCKED,VERROUILLÉ,BLOQUEADO,GESPERRT
ui.map.enter,ENTER,ENTRER,ENTRAR,BETRETEN
ui.map.dayCare,Pokémon Day Care,Pension Pokémon,Guardería Pokémon,Pokémon-Pension
ui.map.dayCareStaying,{count}/{slots} staying,{count}/{slots} en pension,{count}/{slots} alojados,{count}/{slots} untergebracht
ui.map.dayCareReady, · {count} ready to pick up, · {count} à récupérer, · {count} listos para recoger, · {count} zum Abholen bereit
ui.map.dayCareEggWaiting, · an Egg is waiting for you!, · un Œuf t'attend !, · ¡te espera un Huevo!, · ein Ei wartet auf dich!
ui.map.dayCareEggPrice, · Eggs ₽{price}, · Œufs ₽{price}, · Huevos ₽{price}, · Eier ₽{price}
ui.team.title,Team,Équipe,Equipo,Team
ui.team.sortDex,No.,N°,N.º,Nr.
ui.team.sortLevel,Level,Niveau,Nivel,Level
ui.team.sortType,Type,Type,Tipo,Typ
ui.team.sortNewest,Newest,Récents,Recientes,Neueste
ui.team.makeLead,Make lead,Mettre en tête,Poner al frente,An die Spitze
ui.team.lead,Lead: sent out first,En tête : envoyé en premier,Al frente: sale primero,Spitze: kommt zuerst raus
ui.team.moveUp,Move {name} up,Monter {name},Subir a {name},{name} nach oben
ui.team.moveDown,Move {name} down,Descendre {name},Bajar a {name},{name} nach unten
ui.team.help,"Tap a Pokémon for its details — make it lead, or use Potions and Rare Candy from there. Team changes happen at a Pokémon Center (or when a catch offers a swap). HP only comes back at a Center or with items — Revives bring fainted Pokémon back.","Touche un Pokémon pour ses détails — mets-le en tête, ou utilise Potions et Super Bonbons depuis là. Les changements d'équipe se font au Centre Pokémon (ou quand une capture propose un échange). Les PV ne reviennent qu'au Centre ou avec des objets — les Rappels ranimen les Pokémon K.O.",Toca un Pokémon para ver sus detalles: ponlo al frente o usa Pociones y Caramelos Raros desde ahí. Los cambios de equipo se hacen en un Centro Pokémon (o cuando una captura ofrece un intercambio). Los PS solo se recuperan en un Centro o con objetos: los Revivir levantan a los Pokémon debilitados.,"Tippe ein Pokémon an, um seine Details zu sehen — setze es an die Spitze oder nutze dort Tränke und Sonderbonbons. Teamwechsel finden im Pokémon-Center statt (oder wenn ein Fang einen Tausch anbietet). KP kehren nur im Center oder mit Items zurück — Beleber holen kampfunfähige Pokémon zurück."
ui.team.box,Box ({count}),Boîte ({count}),Caja ({count}),Box ({count})
ui.team.sortBox,Sort the Box,Trier la Boîte,Ordenar la Caja,Box sortieren
ui.team.sort,Sort,Trier,Orden,Sortieren
ui.team.searchBoxLabel,Search the Box by name,Chercher dans la Boîte par nom,Buscar en la Caja por nombre,Box nach Namen durchsuchen
ui.team.searchBox,Search the Box,Chercher dans la Boîte,Buscar en la Caja,Box durchsuchen
ui.team.boxEmpty,Pokémon you catch beyond your team of three wait here.,Les Pokémon capturés au-delà de ton équipe de trois attendent ici.,Los Pokémon que captures más allá de tu equipo de tres esperan aquí.,"Pokémon, die du über dein Dreierteam hinaus fängst, warten hier."
ui.team.boxNoMatch,No Pokémon in the Box match “{query}”.,Aucun Pokémon de la Boîte ne correspond à « {query} ».,Ningún Pokémon de la Caja coincide con «{query}».,Kein Pokémon in der Box passt zu „{query}“.
ui.dex.title,Pokédex,Pokédex,Pokédex,Pokédex
ui.dex.filterAll,all,tous,todos,alle
ui.dex.filterCaught,caught,capturés,capturados,gefangen
ui.dex.filterMissing,missing,manquants,faltan,fehlend
ui.dex.filterCatchable,catchable now,capturables,capturables ya,jetzt fangbar
ui.dex.complete,POKÉDEX COMPLETE!,POKÉDEX COMPLET !,¡POKÉDEX COMPLETA!,POKÉDEX VOLLSTÄNDIG!
ui.dex.completeBody,All {total} Pokémon caught. You are a true Pokédice Master.,Les {total} Pokémon capturés. Tu es un véritable Maître Pokédice.,Has capturado los {total} Pokémon. Eres todo un Maestro Pokédice.,Alle {total} Pokémon gefangen. Du bist ein wahrer Pokédice-Meister.
ui.dex.searchLabel,Search the Pokédex by name or number,Chercher dans le Pokédex par nom ou numéro,Buscar en la Pokédex por nombre o número,Pokédex nach Name oder Nummer durchsuchen
ui.dex.searchPlaceholder,Name or #number,Nom ou #numéro,Nombre o #número,Name oder #Nummer
ui.dex.show,Show,Afficher,Mostrar,Anzeigen
ui.dex.jumpTo,Jump to number,Aller au numéro,Ir al número,Zu Nummer springen
ui.dex.noneCatchable,You've caught everything the areas you've opened have to offer — clear the next area.,Tu as capturé tout ce que les zones ouvertes ont à offrir — termine la zone suivante.,Has capturado todo lo que ofrecen las zonas que has abierto: completa la siguiente.,"Du hast alles gefangen, was die geöffneten Gebiete zu bieten haben — schließe das nächste ab."
ui.dex.noMatch,No Pokémon match.,Aucun Pokémon ne correspond.,Ningún Pokémon coincide.,Kein Pokémon passt.
ui.dex.whereToFind,??? — where to find it,??? — où le trouver,???: dónde encontrarlo,??? — wo es zu finden ist
ui.dex.seen,seen,vu,visto,gesehen
ui.dex.nearby,nearby,à proximité,cerca,in der Nähe
ui.shop.title,Poké Mart,Poké Market,Tienda Poké,Pokémon-Markt
ui.shop.groupHealing,Healing,Soins,Curación,Heilung
ui.shop.groupCures,Status cures,Soins de statut,Curación de estados,Statusheilung
ui.shop.groupBattle,Battle,Combat,Combate,Kampf
ui.shop.groupStones,Evolution stones,Pierres d'évolution,Piedras evolutivas,Entwicklungssteine
ui.shop.groupBalls,Poké Balls,Poké Balls,Poké Balls,Pokébälle
ui.shop.tabs,Buy or sell,Acheter ou vendre,Comprar o vender,Kaufen oder verkaufen
ui.shop.buy,Buy,Acheter,Comprar,Kaufen
ui.shop.sell,Sell · Bag,Vendre · Sac,Vender · Mochila,Verkaufen · Beutel
ui.shop.inBag,{count} in bag,{count} dans le sac,{count} en la mochila,{count} im Beutel
ui.shop.tooPoor,Not enough Pokédollars,Pas assez de Pokédollars,No tienes suficientes Pokédólares,Nicht genug Pokédollar
ui.shop.howMany,How many {item},Combien de {item},Cuántos {item},Wie viele {item}
ui.shop.howManyToSell,How many {item} to sell,Combien de {item} à vendre,Cuántos {item} vender,Wie viele {item} verkaufen
ui.shop.all,All ×{count},Tout ×{count},Todo ×{count},Alle ×{count}
ui.shop.cantSell,Can't sell,Invendable,No se puede vender,Unverkäuflich
ui.shop.sellLabel,Sell {count} {item} for {price},Vendre {count} {item} pour {price},Vender {count} {item} por {price},{count} {item} für {price} verkaufen
ui.shop.bagEmpty,Your bag is empty.,Ton sac est vide.,Tu mochila está vacía.,Dein Beutel ist leer.
